Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),A,SOC,SOC%
0.999544024,3.580036402,0.252948912,0,0,1,100
0.999544024,3.581008673,0.255729738,0,0,1,100
0.999544024,3.581980944,0.258510528,0,0,1,100
0.999544024,3.583115578,0.261291346,0,0,1,100
0.999544024,3.584087849,0.26407213,0,0,1,100
0.999544024,3.58506012,0.266848578,0,0,1,100
0.999723852,3.58635664,0.269633725,0,0,1,100
0.999544024,3.587491035,0.272414563,0,0,1,100
0.999364197,3.588625431,0.275195376,0,0,1,100
0.999544024,3.589921951,0.277976183,0,0,1,100
0.999544024,3.591056347,0.280752648,0,0,1,100
0.999544024,3.592352867,0.283533325,0,0,1,100
0.999544024,3.593649387,0.286314029,0,0,1,100
0.999544024,3.594783783,0.289094739,0,0,1,100
0.999544024,3.596080303,0.291875469,0,0,1,100
0.999544024,3.597538948,0.29465619,0,0,1,100
0.999544024,3.598511219,0.297436938,0,0,1,100
0.999544024,3.600293875,0.30021767,0,0,1,100
0.999364197,3.601266146,0.302994132,0,0,1,100
0.999364197,3.602724791,0.305770472,0,0,1,100
0.999723852,3.604183435,0.308551248,0,0,1,100
0.999723852,3.605479717,0.311331994,0,0,1,100
0.999544024,3.606776237,0.314112767,0,0,1,100
0.999544024,3.608072758,0.316889214,0,0,1,100
0.999364197,3.609369278,0.319665624,0,0,1,100
0.999544024,3.610827923,0.322446394,0,0,1,100
0.999544024,3.611962318,0.325227126,0,0,1,100
0.999544024,3.61358285,0.328007897,0,0,1,100
0.999544024,3.61487937,0.330788633,0,0,1,100
0.999544024,3.61617589,0.333569353,0,0,1,100
0.999364197,3.617472172,0.336350107,0,0,1,100
0.999544024,3.618930817,0.339130829,0,0,1,100
0.999544024,3.620389462,0.341911455,0,0,1,100
0.999544024,3.621847868,0.344683618,0,0,1,100
0.999364197,3.623144388,0.347464342,0,0,1,100
0.999544024,3.624440908,0.350245087,0,0,1,100
0.999544024,3.625899553,0.35302581,0,0,1,100
0.999544024,3.627195835,0.355806562,0,0,1,100
0.999544024,3.62865448,0.358587293,0,0,1,100
0.999544024,3.629951,0.361367984,0,0,1,100
0.999544024,3.631085396,0.364148787,0,0,1,100
0.999364197,3.632219791,0.366929491,0,0,1,100
0.999544024,3.633516312,0.369710254,0,0,1,100
0.999544024,3.634650707,0.372486645,0,0,1,100
0.999544024,3.635947227,0.375267379,0,0,1,100
0.999364197,3.637081623,0.378048112,0,0,1,100
0.999544024,3.638216019,0.380828894,0,0,1,100
0.999544024,3.639512539,0.383605298,0,0,1,100
0.999544024,3.640322924,0.386386007,0,0,1,100
0.999544024,3.641619205,0.389166771,0,0,1,100
0.999723852,3.642915726,0.391947584,0,0,1,100
0.999364197,3.643888235,0.394723997,0,0,1,100
0.999723852,3.645184755,0.397509134,0,0,1,100
0.999544024,3.646157026,0.40028993,0,0,1,100
0.999544024,3.647453547,0.403070706,0,0,1,100
0.999544024,3.648587942,0.405851546,0,0,1,100
0.999723852,3.650046349,0.408627947,0,0,1,100
0.999544024,3.651018858,0.411413106,0,0,1,100
0.999544024,3.652477264,0.414193866,0,0,1,100
0.999364197,3.653773785,0.416974676,0,0,1,100
0.999544024,3.655070305,0.419755457,0,0,1,100
0.999544024,3.6562047,0.422536199,0,0,1,100
0.999544024,3.657663345,0.425316987,0,0,1,100
0.999364197,3.658797741,0.428093422,0,0,1,100
0.999723852,3.660256147,0.430874223,0,0,1,100
0.999364197,3.661066532,0.433654939,0,0,1,100
0.999544024,3.662363052,0.436431367,0,0,1,100
0.999544024,3.663497448,0.439212142,0,0,1,100
0.999364197,3.664469719,0.441992944,0,0,1,100
0.999544024,3.665604353,0.444773673,0,0,1,100
0.999544024,3.666414499,0.447550086,0,0,1,100
0.999544024,3.667224884,0.450330819,0,0,1,100
0.999544024,3.668035269,0.453111626,0,0,1,100
0.999544024,3.668845415,0.455892392,0,0,1,100
0.999544024,3.6696558,0.458673178,0,0,1,100
0.999544024,3.670141935,0.461453951,0,0,1,100
0.999544024,3.67095232,0.46423472,0,0,1,100
0.999364197,3.671762466,0.467015522,0,0,1,100
0.999364197,3.67224884,0.469796271,0,0,1,100
0.999544024,3.673221111,0.472577042,0,0,1,100
0.999544024,3.673707247,0.475353519,0,0,1,100
0.999364197,3.674517632,0.478134317,0,0,1,100
0.999544024,3.675165892,0.480910723,0,0,1,100
0.999544024,3.675814152,0.483691483,0,0,1,100
0.999364197,3.676300287,0.486472266,0,0,1,100
0.999544024,3.677110672,0.489253048,0,0,1,100
0.999364197,3.677920818,0.492033733,0,0,1,100
0.999723852,3.678569078,0.494810225,0,0,1,100
0.999544024,3.679055214,0.497591012,0,0,1,100
0.999364197,3.679865599,0.500371746,0,0,1,100
0.999544024,3.680513859,0.503152523,0,0,1,100
0.999364197,3.680999994,0.505933315,0,0,1,100
0.999364197,3.68148613,0.508714064,0,0,1,100
0.999544024,3.682296515,0.511494839,0,0,1,100
0.999364197,3.68278265,0.514275627,0,0,1,100
0.999544024,3.683593035,0.517056424,0,0,1,100
0.999544024,3.68407917,0.519837202,0,0,1,100
0.999544024,3.68472743,0.522613667,0,0,1,100
0.999544024,3.685213566,0.525394433,0,0,1,100
0.999544024,3.685861826,0.528175212,0,0,1,100
0.999544024,3.686510086,0.530955998,0,0,1,100
0.999364197,3.686834097,0.533736772,0,0,1,100
0.999544024,3.687482357,0.536517571,0,0,1,100
0.999544024,3.687968493,0.53929832,0,0,1,100
0.999544024,3.688616753,0.542079134,0,0,1,100
0.999544024,3.688941002,0.544855561,0,0,1,100
0.999544024,3.689265013,0.547640667,0,0,1,100
0.999544024,3.689913273,0.550417094,0,0,1,100
0.999544024,3.690399408,0.553202217,0,0,1,100
0.999544024,3.690885782,0.555982979,0,0,1,100
0.999544024,3.691371918,0.558763756,0,0,1,100
0.999544024,3.691695929,0.561544531,0,0,1,100
0.999544024,3.692020178,0.564325298,0,0,1,100
0.999544024,3.692506313,0.567101769,0,0,1,100
0.999364197,3.692992449,0.569882499,0,0,1,100
0.999544024,3.693478584,0.572663257,0,0,1,100
0.999544024,3.693964958,0.575439586,0,0,1,100
0.999544024,3.694288969,0.578220413,0,0,1,100
0.999364197,3.69461298,0.581001111,0,0,1,100
0.999544024,3.695099354,0.583777592,0,0,1,100
0.999544024,3.695585489,0.586558343,0,0,1,100
0.999544024,3.6959095,0.589330514,0,0,1,100
0.999723852,3.696395874,0.592111301,0,0,1,100
0.999544024,3.696719885,0.594887711,0,0,1,100
0.999544024,3.697043896,0.597664097,0,0,1,100
0.999544024,3.69753027,0.600449232,0,0,1,100
0.999364197,3.697692156,0.603230008,0,0,1,100
0.999364197,3.69817853,0.606010787,0,0,1,100
0.999544024,3.698502541,0.608787204,0,0,1,100
0.999544024,3.698988676,0.611567964,0,0,1,100
0.999723852,3.699312925,0.614348636,0,0,1,100
0.999723852,3.699961185,0.617125144,0,0,1,100
0.999544024,3.700123072,0.619905953,0,0,1,100
0.999544024,3.700447321,0.622686611,0,0,1,100
0.999544024,3.700933456,0.625463105,0,0,1,100
0.999544024,3.701419592,0.628239527,0,0,1,100
0.999544024,3.701743841,0.631024558,0,0,1,100
0.999364197,3.702067852,0.633796756,0,0,1,100
0.999364197,3.702392101,0.636581899,0,0,1,100
0.999364197,3.702878237,0.63936257,0,0,1,100
0.999544024,3.703202248,0.642139075,0,0,1,100
0.999544024,3.703526497,0.644919823,0,0,1,100
0.999544024,3.704012632,0.647700553,0,0,1,100
0.999544024,3.704174757,0.650476996,0,0,1,100
0.999544024,3.704660892,0.653257676,0,0,1,100
0.999364197,3.705147028,0.65603417,0,0,1,100
0.999544024,3.705471039,0.658810627,0,0,1,100
0.999364197,3.705795288,0.661591371,0,0,1,100
0.999723852,3.706281424,0.6643678,0,0,1,100
0.999364197,3.706605673,0.667148539,0,0,1,100
0.999364197,3.706929684,0.669929335,0,0,1,100
0.999723852,3.707577944,0.672710039,0,0,1,100
0.999544024,3.707901955,0.675490788,0,0,1,100
0.999544024,3.708226204,0.678267216,0,0,1,100
0.999544024,3.708550215,0.681047989,0,0,1,100
0.999364197,3.708874464,0.683828724,0,0,1,100
0.999544024,3.7093606,0.686609465,0,0,1,100
0.999544024,3.70968461,0.689390229,0,0,1,100
0.999723852,3.71033287,0.692171,0,0,1,100
0.999723852,3.71065712,0.694951781,0,0,1,100
0.999544024,3.710819244,0.697732574,0,0,1,100
0.999544024,3.71130538,0.700513314,0,0,1,100
0.999544024,3.711791515,0.703294098,0,0,1,100
0.999544024,3.712277651,0.706070542,0,0,1,100
0.999544024,3.7126019,0.708851325,0,0,1,100
0.999544024,3.7126019,0.711632102,0,0,1,100
0.999544024,3.71325016,0.714412906,0,0,1,100
0.999544024,3.713736296,0.717193635,0,0,1,100
0.999723852,3.714222431,0.719970069,0,0,1,100
0.999544024,3.714546442,0.722755074,0,0,1,100
0.999364197,3.714870691,0.725531569,0,0,1,100
0.999544024,3.715194702,0.72831228,0,0,1,100
0.999544024,3.715842962,0.73108875,0,0,1,100
0.999544024,3.716167212,0.733865189,0,0,1,100
0.999544024,3.716653347,0.736645912,0,0,1,100
0.999544024,3.716815472,0.739426685,0,0,1,100
0.999544024,3.717301607,0.742207454,0,0,1,100
0.999723852,3.717787743,0.744983778,0,0,1,100
0.999544024,3.718111753,0.747764588,0,0,1,100
0.999544024,3.718598127,0.750545279,0,0,1,100
0.999544024,3.718922138,0.753321761,0,0,1,100
0.999544024,3.719408274,0.756102423,0,0,1,100
0.999544024,3.719732523,0.75887892,0,0,1,100
0.999544024,3.720218658,0.761659588,0,0,1,100
0.999544024,3.720542669,0.764436073,0,0,1,100
0.999544024,3.721029043,0.76721253,0,0,1,100
0.999364197,3.721190929,0.769988946,0,0,1,100
0.999544024,3.722001314,0.77276969,0,0,1,100
0.999544024,3.722163439,0.775550473,0,0,1,100
0.999544024,3.722811699,0.778331267,0,0,1,100
0.999544024,3.722973585,0.781112004,0,0,1,100
0.999544024,3.723621845,0.783892788,0,0,1,100
0.999544024,3.723946095,0.78667356,0,0,1,100
0.999364197,3.724270105,0.789454308,0,0,1,100
0.999544024,3.724918365,0.792235079,0,0,1,100
0.999544024,3.725242615,0.795015879,0,0,1,100
0.999544024,3.725566626,0.797796625,0,0,1,100
0.999544024,3.726052761,0.800577413,0,0,1,100
0.999544024,3.726538897,0.803353792,0,0,1,100
0.999544024,3.72702527,0.80613459,0,0,1,100
0.999544024,3.727187157,0.808915294,0,0,1,100
0.999544024,3.727835417,0.811696137,0,0,1,100
0.999544024,3.728321791,0.814472575,0,0,1,100
0.999723852,3.728807926,0.817253356,0,0,1,100
0.999544024,3.729131937,0.820034127,0,0,1,100
0.999544024,3.729618073,0.822810522,0,0,1,100
0.999544024,3.730104446,0.825591296,0,0,1,100
0.999723852,3.730752468,0.828372064,0,0,1,100
0.999544024,3.730914593,0.831152849,0,0,1,100
0.999544024,3.731400728,0.833929382,0,0,1,100
0.999723852,3.732048988,0.836710185,0,0,1,100
0.999544024,3.732373238,0.839491021,0,0,1,100
0.999364197,3.732697248,0.842267489,0,0,1,100
0.999544024,3.733183384,0.845052695,0,0,1,100
0.999723852,3.733507633,0.847833526,0,0,1,100
0.999544024,3.733993769,0.850614355,0,0,1,100
0.999723852,3.734804153,0.853395184,0,0,1,100
0.999544024,3.73496604,0.856175985,0,0,1,100
0.999723852,3.7356143,0.858956777,0,0,1,100
0.999544024,3.735938549,0.86173759,0,0,1,100
0.999723852,3.736424685,0.864518426,0,0,1,100
0.999544024,3.73691082,0.867294889,0,0,1,100
0.999544024,3.737396955,0.87007131,0,0,1,100
0.999544024,3.738045216,0.872856501,0,0,1,100
0.999544024,3.73820734,0.875637287,0,0,1,100
0.999544024,3.7388556,0.878418094,0,0,1,100
0.999364197,3.739179611,0.881198904,0,0,1,100
0.99918437,3.739665985,0.883979686,0,0,1,100
0.999544024,3.740314245,0.886760479,0,0,1,100
0.999544024,3.740800381,0.889541231,0,0,1,100
0.999544024,3.741286516,0.892321981,0,0,1,100
0.999544024,3.741934776,0.895102671,0,0,1,100
0.999544024,3.742420912,0.897883376,0,0,1,100
0.999364197,3.742745161,0.900664139,0,0,1,100
0.999364197,3.743231297,0.903444865,0,0,1,100
0.999544024,3.743717432,0.906221273,0,0,1,100
0.999544024,3.744365692,0.909002019,0,0,1,100
0.999364197,3.744851828,0.911782757,0,0,1,100
0.999544024,3.745500088,0.914563491,0,0,1,100
0.999544024,3.745824099,0.917344227,0,0,1,100
0.999364197,3.746310472,0.92012063,0,0,1,100
0.999723852,3.747120619,0.922901335,0,0,1,100
0.999544024,3.747606993,0.925677801,0,0,1,100
0.999544024,3.747931004,0.928458552,0,0,1,100
0.999544024,3.748579264,0.931239292,0,0,1,100
0.999723852,3.749065399,0.934015704,0,0,1,100
0.999364197,3.749551535,0.93679649,0,0,1,100
0.999544024,3.750199795,0.93957724,0,0,1,100
0.999364197,3.75068593,0.942357992,0,0,1,100
0.999544024,3.75133419,0.94513441,0,0,1,100
0.999544024,3.75198245,0.947915184,0,0,1,100
0.999544024,3.752468586,0.950695951,0,0,1,100
0.999544024,3.75295496,0.953476703,0,0,1,100
0.999364197,3.753441095,0.956257525,0,0,1,100
0.999544024,3.754089355,0.959038204,0,0,1,100
0.999544024,3.754899502,0.961818964,0,0,1,100
0.999544024,3.755385876,0.964599738,0,0,1,100
0.999364197,3.755872011,0.967380448,0,0,1,100
0.999544024,3.756520271,0.970161248,0,0,1,100
0.999364197,3.756844282,0.972937638,0,0,1,100
0.999544024,3.757654667,0.975718364,0,0,1,100
0.999723852,3.758302927,0.978494793,0,0,1,100
0.999544024,3.758951187,0.981275541,0,0,1,100
0.999364197,3.759275198,0.984056291,0,0,1,100
0.999544024,3.760085583,0.986837038,0,0,1,100
0.999544024,3.760733843,0.989617776,0,0,1,100
0.999544024,3.761382103,0.992394218,0,0,1,100
0.999544024,3.761868238,0.995174959,0,0,1,100
0.999544024,3.762516499,0.997955755,0,0,1,100
0.999364197,3.763326645,1.000736513,0,0,1,100
0.999544024,3.763813019,1.003512942,0,0,1,100
0.999544024,3.764461279,1.006293629,0,0,1,100
0.999544024,3.765109301,1.009074472,0,0,1,100
0.999544024,3.765919685,1.011850897,0,0,1,100
0.999544024,3.766567945,1.014631615,0,0,1,100
0.999544024,3.767054081,1.017412382,0,0,1,100
0.999364197,3.767702341,1.020193182,0,0,1,100
0.999544024,3.768512726,1.022973954,0,0,1,100
0.999544024,3.769160986,1.025754686,0,0,1,100
0.999544024,3.769809246,1.028531161,0,0,1,100
0.999723852,3.770619392,1.031307571,0,0,1,100
0.999544024,3.771267653,1.03408834,0,0,1,100
0.999544024,3.772078037,1.036869111,0,0,1,100
0.999364197,3.772564173,1.03964993,0,0,1,100
0.999364197,3.773374557,1.042430747,0,0,1,100
0.999364197,3.774022818,1.045207263,0,0,1,100
0.999364197,3.774832964,1.047988022,0,0,1,100
0.999544024,3.775643349,1.050764499,0,0,1,100
0.999544024,3.776453733,1.053545217,0,0,1,100
0.999544024,3.77726388,1.056326075,0,0,1,100
0.999544024,3.77791214,1.059102533,0,0,1,100
0.999544024,3.778722525,1.061883351,0,0,1,100
0.999544024,3.779370785,1.06466408,0,0,1,100
0.999544024,3.780343056,1.067440492,0,0,1,100
0.999544024,3.78115344,1.070225658,0,0,1,100
0.999544024,3.781963587,1.073002131,0,0,1,100
0.999544024,3.782773972,1.075782918,0,0,1,100
0.999544024,3.783584356,1.078563719,0,0,1,100
0.999544024,3.784556627,1.08134448,0,0,1,100
0.999723852,3.785529137,1.084120968,0,0,1,100
0.999544024,3.786177158,1.086897453,0,0,1,100
0.999544024,3.786987543,1.089678235,0,0,1,100
0.999544024,3.787960052,1.092458963,0,0,1,100
0.999544024,3.789094448,1.095239821,0,0,1,100
0.999544024,3.790066719,1.098016294,0,0,1,100
0.999364197,3.790877104,1.100797042,0,0,1,100
0.999364197,3.791849375,1.103577826,0,0,1,100
0.999544024,3.79298377,1.106358588,0,0,1,100
0.999544024,3.79395628,1.109135025,0,0,1,100
0.999364197,3.794766426,1.111915876,0,0,1,100
0.999544024,3.796062946,1.114692335,0,0,1,100
0.999544024,3.797197342,1.117473146,0,0,1,100
0.999723852,3.798331738,1.120253945,0,0,1,100
0.999544024,3.799304247,1.123034704,0,0,1,100
0.999544024,3.800438643,1.125811165,0,0,1,100
0.999723852,3.801735163,1.128591984,0,0,1,100
0.999544024,3.802869558,1.131372705,0,0,1,100
0.999544024,3.803841829,1.134149181,0,0,1,100
0.999364197,3.805300474,1.13692995,0,0,1,100
0.999544024,3.80643487,1.139710754,0,0,1,100
0.999544024,3.80773139,1.142491566,0,0,1,100
0.999544024,3.808865786,1.145272362,0,0,1,100
0.999364197,3.810162306,1.148048819,0,0,1,100
0.999544024,3.811134577,1.150829619,0,0,1,100
0.999544024,3.812593222,1.153610402,0,0,1,100
0.999544024,3.813565493,1.156391263,0,0,1,100
0.999723852,3.814862013,1.159167736,0,0,1,100
0.999544024,3.815996408,1.161948532,0,0,1,100
0.999544024,3.817130804,1.16472937,0,0,1,100
0.999364197,3.8182652,1.167505789,0,0,1,100
0.999544024,3.81956172,1.170286571,0,0,1,100
0.999364197,3.820372105,1.173067337,0,0,1,100
0.999544024,3.821668625,1.175848142,0,0,1,100
0.999364197,3.822478771,1.178628917,0,0,1,100
0.999723852,3.823613167,1.181409699,0,0,1,100
0.999723852,3.824585676,1.184190484,0,0,1,100
0.999544024,3.825557947,1.186971279,0,0,1,100
0.999544024,3.826530457,1.189752091,0,0,1,100
0.999544024,3.827502728,1.192532843,0,0,1,100
0.999544024,3.828474998,1.195309412,0,0,1,100
0.999544024,3.829285383,1.198085896,0,0,1,100
0.999544024,3.830419779,1.200866592,0,0,1,100
0.999544024,3.83139205,1.203647379,0,0,1,100
0.999544024,3.832202435,1.206428158,0,0,1,100
0.999364197,3.833174706,1.209208929,0,0,1,100
0.999723852,3.834147215,1.211989729,0,0,1,100
0.999364197,3.834795475,1.214766087,0,0,1,100
0.999544024,3.835767746,1.217546989,0,0,1,100
0.999544024,3.836902142,1.22032779,0,0,1,100
0.999723852,3.837874651,1.223108609,0,0,1,100
0.999723852,3.838846922,1.225889413,0,0,1,100
0.999544024,3.839819193,1.228670236,0,0,1,100
0.999723852,3.840629578,1.231451055,0,0,1,100
0.999544024,3.841601849,1.23423185,0,0,1,100
0.999544024,3.842574358,1.237012639,0,0,1,100
0.999544024,3.843546629,1.239789119,0,0,1,100
0.999544024,3.844519138,1.242574275,0,0,1,100
0.999723852,3.845491409,1.245355048,0,0,1,100
0.999544024,3.846301794,1.248131527,0,0,1,100
0.999544024,3.847274065,1.250912169,0,0,1,100
0.999364197,3.848246336,1.253692762,0,0,1,100
0.999544024,3.84938097,1.256469064,0,0,1,100
0.99918437,3.850191116,1.259249641,0,0,1,100
0.999544024,3.851487637,1.262025928,0,0,1,100
0.999544024,3.852298021,1.264806526,0,0,1,100
0.999544024,3.853270292,1.267587109,0,0,1,100
0.999364197,3.854404688,1.2703634,0,0,1,100
0.999364197,3.855539083,1.273144004,0,0,1,100
0.999723852,3.856673479,1.275924597,0,0,1,100
0.999364197,3.857483864,1.27870522,0,0,1,100
0.999544024,3.858456373,1.281481479,0,0,1,100
0.999544024,3.859590769,1.284262092,0,0,1,100
0.999544024,3.860725164,1.28704272,0,0,1,100
0.99918437,3.861697435,1.289823335,0,0,1,100
0.999544024,3.862669945,1.292603985,0,0,1,100
0.999544024,3.863966227,1.295384543,0,0,1,100
0.999544024,3.864938736,1.298165128,0,0,1,100
0.999364197,3.866073132,1.300945751,0,0,1,100
0.999364197,3.867207527,1.303726275,0,0,1,100
0.99918437,3.868017912,1.30650259,0,0,1,100
0.999723852,3.869314194,1.309283064,0,0,1,100
0.999364197,3.870448828,1.312059446,0,0,1,100
0.999723852,3.87174511,1.314839994,0,0,1,100
0.999544024,3.872717619,1.317620576,0,0,1,100
0.999544024,3.87368989,1.320392576,0,0,1,100
0.999364197,3.87498641,1.323173183,0,0,1,100
0.999364197,3.876120806,1.32595371,0,0,1,100
0.999544024,3.877255201,1.328730058,0,0,1,100
0.99918437,3.878227711,1.331510715,0,0,1,100
0.999364197,3.879524231,1.334286988,0,0,1,100
0.999364197,3.880820513,1.337071915,0,0,1,100
0.999544024,3.881793022,1.339848203,0,0,1,100
0.999364197,3.883089542,1.342633011,0,0,1,100
0.999544024,3.884223938,1.34541363,0,0,1,100
0.999364197,3.885196209,1.348185565,0,0,1,100
0.999544024,3.886654854,1.350966193,0,0,1,100
0.999364197,3.887789249,1.353746855,0,0,1,100
0.999364197,3.88876152,1.356527397,0,0,1,100
0.999364197,3.890220165,1.359303786,0,0,1,100
0.999723852,3.891354561,1.36208007,0,0,1,100
0.999544024,3.892651081,1.36486066,0,0,1,100
0.999364197,3.893785477,1.367641311,0,0,1,100
0.999364197,3.894919872,1.370421894,0,0,1,100
0.999364197,3.896216393,1.373202498,0,0,1,100
0.999544024,3.897512913,1.375983111,0,0,1,100
0.999544024,3.898809433,1.37876379,0,0,1,100
0.999544024,3.899781704,1.381540071,0,0,1,100
0.999544024,3.901078224,1.384320715,0,0,1,100
0.999544024,3.902374744,1.387101225,0,0,1,100
0.999364197,3.903347015,1.389877547,0,0,1,100
0.999364197,3.904643536,1.392658144,0,0,1,100
0.999544024,3.906264067,1.395438727,0,0,1,100
0.999544024,3.907236576,1.398214952,0,0,1,100
0.999544024,3.908694983,1.400995547,0,0,1,100
0.999544024,3.909829378,1.403771819,0,0,1,100
0.999364197,3.911288023,1.406556774,0,0,1,100
0.999544024,3.912422419,1.409337326,0,0,1,100
0.999544024,3.913718939,1.412117881,0,0,1,100
0.999544024,3.914853334,1.414898452,0,0,1,100
0.999364197,3.916311741,1.417679028,0,0,1,100
0.999544024,3.917608261,1.420459614,0,0,1,100
0.999544024,3.919066906,1.423240197,0,0,1,100
0.999544024,3.920363426,1.426016484,0,0,1,100
0.999544024,3.921497822,1.428797108,0,0,1,100
0.999364197,3.922956228,1.431577662,0,0,1,100
0.999544024,3.924252748,1.434358256,0,0,1,100
0.999364197,3.925225258,1.437138802,0,0,1,100
0.999544024,3.926845789,1.439919371,0,0,1,100
0.999544024,3.927980185,1.442699955,0,0,1,100
0.999364197,3.929438829,1.445480518,0,0,1,100
0.999544024,3.930897236,1.448261134,0,0,1,100
0.999364197,3.932031631,1.451041733,0,0,1,100
0.999364197,3.933328152,1.453818006,0,0,1,100
0.999364197,3.934786797,1.456598545,0,0,1,100
0.999544024,3.936245203,1.459374769,0,0,1,100
0.999544024,3.937541723,1.462155365,0,0,1,100
0.999544024,3.938838243,1.46493595,0,0,1,100
0.999364197,3.939972639,1.467716545,0,0,1,100
0.999544024,3.941431284,1.47049716,0,0,1,100
0.999544024,3.94288969,1.473277713,0,0,1,100
0.999544024,3.944186211,1.476058237,0,0,1,100
0.999544024,3.945482731,1.47883451,0,0,1,100
0.999364197,3.946779251,1.481615067,0,0,1,100
0.999364197,3.948237896,1.48439134,0,0,1,100
